Code,Name,Category,Price,Stock,Unit,Description
P0983,Desodorante 429g,Cuidado personal,8359.7,70,paquete,"Desodorante 429g de alta calidad, categoría cuidado personal."
P0984,Cloro 9g,Limpieza,4112.95,253,kg,"Cloro 9g de alta calidad, categoría limpieza."
P0985,Apio 344g,Verduras,2332.02,295,litro,"Apio 344g de alta calidad, categoría verduras."
P0986,Yogur natural 153g,Lácteos,1174.6,141,paquete,"Yogur natural 153g de alta calidad, categoría lácteos."
P0987,Limpiavidrios 445g,Limpieza,11715.38,256,kg,"Limpiavidrios 445g de alta calidad, categoría limpieza."
P0988,Crema agria 73g,Lácteos,7289.8,81,paquete,"Crema agria 73g de alta calidad, categoría lácteos."
P0989,Costilla de cerdo 202g,Carnes,19883.36,275,unidad,"Costilla de cerdo 202g de alta calidad, categoría carnes."
P0990,Mantequilla 489g,Lácteos,1921.03,101,litro,"Mantequilla 489g de alta calidad, categoría lácteos."
P0991,Toallas desinfectantes 232g,Limpieza,10826.35,289,unidad,"Toallas desinfectantes 232g de alta calidad, categoría limpieza."
P0992,Yogur natural 469g,Lácteos,9557.52,165,unidad,"Yogur natural 469g de alta calidad, categoría lácteos."
P0993,Limpiador multiusos 398g,Limpieza,16468.98,131,litro,"Limpiador multiusos 398g de alta calidad, categoría limpieza."
P0994,Muslos de pollo 70g,Carnes,9736.07,154,paquete,"Muslos de pollo 70g de alta calidad, categoría carnes."
P0995,Queque de chocolate 25g,Panadería,1279.44,228,kg,"Queque de chocolate 25g de alta calidad, categoría panadería."
P0996,Apio 92g,Verduras,10898.07,51,unidad,"Apio 92g de alta calidad, categoría verduras."
P0997,Cerveza artesanal 97g,Bebidas,17188.51,193,kg,"Cerveza artesanal 97g de alta calidad, categoría bebidas."
P0998,Nuggets de pollo 259g,Congelado,7105.43,91,paquete,"Nuggets de pollo 259g de alta calidad, categoría congelado."
P0999,Acondicionador 419g,Cuidado personal,14430.45,285,paquete,"Acondicionador 419g de alta calidad, categoría cuidado personal."
P1000,Vinagre blanco 121g,Abarrotes,11927.96,92,kg,"Vinagre blanco 121g de alta calidad, categoría abarrotes."
